Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,,
2020-01-02,68.0260238647461,68.43399810791016,68.43399810791016,67.32450103759766,67.42050170898438,27278000
2020-01-03,67.67015075683594,68.07599639892578,68.6875,67.36599731445312,67.4000015258789,23408000
2020-01-06,69.47384643554688,69.8905029296875,69.91600036621094,67.55000305175781,67.58149719238281,46768000
2020-01-07,69.33963775634766,69.75550079345703,70.17500305175781,69.5780029296875,70.02300262451172,34330000
2020-01-08,69.83318328857422,70.25199890136719,70.59249877929688,69.63150024414062,69.74099731445312,35314000
2020-01-09,70.56629180908203,70.989501953125,71.43399810791016,70.510498046875,71.09649658203125,33200000
2020-01-10,71.02204895019531,71.447998046875,71.74700164794922,70.9800033569336,71.47350311279297,26258000
2020-01-13,71.57225799560547,72.00150299072266,72.0739974975586,71.26850128173828,71.76249694824219,30730000
2020-01-14,71.10307312011719,71.52950286865234,72.13150024414062,71.38849639892578,72.0,26076000
2020-01-15,71.531005859375,71.95999908447266,72.03900146484375,71.58300018310547,71.6510009765625,21550000
2020-01-16,72.07573699951172,72.50800323486328,72.53500366210938,72.0,72.27249908447266,26080000
2020-01-17,73.53498077392578,73.97599792480469,74.02749633789062,72.82749938964844,73.12699890136719,52424000
2020-01-21,73.6706771850586,74.11250305175781,74.49400329589844,73.510498046875,73.94999694824219,48930000
2020-01-22,73.75118255615234,74.19349670410156,75.02899932861328,74.13300323486328,74.48650360107422,28458000
2020-01-23,73.79194641113281,74.2344970703125,74.67500305175781,74.01599884033203,74.37750244140625,26650000
2020-01-24,72.8714599609375,73.30850219726562,74.70999908447266,73.15899658203125,74.64099884033203,29786000
2020-01-27,71.15972900390625,71.58650207519531,71.8290023803711,70.9749984741211,71.5770034790039,34132000
2020-01-28,72.09263610839844,72.5250015258789,72.73999786376953,71.51799774169922,72.08699798583984,29724000
2020-01-29,72.4007797241211,72.83499908447266,73.20700073242188,72.26950073242188,72.9229965209961,21566000
2020-01-30,72.2790298461914,72.7125015258789,72.76249694824219,71.75,71.90499877929688,27110000
2020-01-31,71.2119140625,71.63899993896484,73.4834976196289,71.35299682617188,73.39299774169922,43822000
2020-02-03,73.68806457519531,74.12999725341797,74.31500244140625,72.83049774169922,73.0824966430664,71636000
2020-02-04,71.83965301513672,72.27050018310547,73.36699676513672,71.10150146484375,72.72450256347656,95880000
2020-02-05,71.8714599609375,72.30249786376953,73.22899627685547,71.48400115966797,73.18049621582031,36376000
2020-02-06,73.3585433959961,73.79850006103516,74.0780029296875,72.52400207519531,72.5989990234375,37822000
2020-02-07,73.51461029052734,73.95549774169922,74.26249694824219,73.27050018310547,73.36949920654297,28360000
2020-02-10,74.98329162597656,75.43299865722656,75.44400024414062,73.76000213623047,73.86150360107422,38302000
2020-02-11,75.0528793334961,75.50299835205078,76.49400329589844,75.27249908447266,75.66349792480469,34852000
2020-02-12,75.47883605957031,75.93150329589844,76.01499938964844,75.43350219726562,75.79299926757812,31042000
2020-02-13,75.21839904785156,75.66950225830078,76.29750061035156,75.19999694824219,75.5,22914000
2020-02-14,75.48379516601562,75.9365005493164,76.00250244140625,75.27749633789062,75.72650146484375,23198000
2020-02-18,75.51908874511719,75.97200012207031,76.52799987792969,75.55049896240234,75.71700286865234,25642000
2020-02-19,75.7889633178711,76.24349975585938,76.53700256347656,76.04900360107422,76.36000061035156,22746000
2020-02-20,75.3973159790039,75.84950256347656,76.35350036621094,75.21299743652344,75.95050048828125,25962000
2020-02-21,73.7308120727539,74.1729965209961,75.54750061035156,73.92449951171875,75.22899627685547,42520000
2020-02-24,70.56977081298828,70.99299621582031,71.81900024414062,70.3395004272461,71.15249633789062,49560000
2020-02-25,68.90276336669922,69.31600189208984,71.84249877929688,69.02100372314453,71.55000305175781,51580000
2020-02-26,69.10902404785156,69.52349853515625,70.68350219726562,68.82749938964844,69.7490005493164,49776000
2020-02-27,65.35554504394531,65.74749755859375,68.47000122070312,65.71199798583984,67.95700073242188,62290000
2020-02-28,66.56330108642578,66.9625015258789,67.12249755859375,63.410499572753906,63.71549987792969,80198000
2020-03-02,68.90276336669922,69.31600189208984,69.37349700927734,66.26000213623047,67.56950378417969,55430000
2020-03-03,66.48725128173828,66.88600158691406,70.40950012207031,66.46199798583984,69.88400268554688,56602000
2020-03-04,68.66818237304688,69.08000183105469,69.13899993896484,66.8499984741211,67.947998046875,47598000
2020-03-05,65.3460922241211,65.73799896240234,67.68150329589844,65.08200073242188,67.27749633789062,54380000
2020-03-06,64.40077209472656,64.78700256347656,65.13749694824219,62.86050033569336,63.497501373291016,64640000
2020-03-09,60.42709732055664,60.78950119018555,62.63650131225586,59.902000427246094,60.24800109863281,69252000
2020-03-10,63.37839889526367,63.75849914550781,63.79249954223633,60.72549819946289,62.71950149536133,54872000
