Price,Adj Close,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,,
2018-02-20,6.1586995124816895,6.2270002365112305,6.296750068664551,6.114999771118164,6.118750095367432,686240000
2018-02-21,5.971523761749268,6.037749767303467,6.29925012588501,6.033999919891357,6.292250156402588,892292000
2018-02-22,5.9910712242126465,6.053750038146973,6.140749931335449,5.987500190734863,6.0682501792907715,534364000
2018-02-23,6.084590435028076,6.148250102996826,6.148250102996826,6.063000202178955,6.114250183105469,415300000
2018-02-26,6.100673675537109,6.1645002365112305,6.19950008392334,6.101500034332275,6.195000171661377,469312000
2018-02-27,6.087808132171631,6.151500225067139,6.222750186920166,6.1282501220703125,6.137499809265137,455436000
2018-02-28,5.987359046936035,6.050000190734863,6.202499866485596,6.038249969482422,6.162499904632568,523116000
2018-03-01,5.745143413543701,5.80525016784668,6.102250099182129,5.703000068664551,6.047749996185303,1040120000
2018-03-02,5.852271556854248,5.91349983215332,5.920000076293945,5.546249866485596,5.696499824523926,913428000
2018-03-05,5.8302531242370605,5.891250133514404,5.931250095367432,5.73799991607666,5.862750053405762,620776000
2018-03-06,5.991317272186279,6.053999900817871,6.073500156402588,5.934000015258789,5.977499961853027,636808000
2018-03-07,5.983400821685791,6.046000003814697,6.098750114440918,5.948750019073486,5.949999809265137,581208000
2018-03-08,5.967071533203125,6.0295000076293945,6.073750019073486,5.984749794006348,6.073750019073486,411912000
2018-03-09,6.069746494293213,6.1332502365112305,6.146249771118164,6.06125020980835,6.077499866485596,505524000
2018-03-12,6.17935037612915,6.24399995803833,6.324999809265137,6.166749954223633,6.175000190734863,605060000
2018-03-13,6.128631114959717,6.192749977111816,6.362500190734863,6.151000022888184,6.28725004196167,619772000
2018-03-14,6.154112339019775,6.218500137329102,6.263750076293945,6.1554999351501465,6.236249923706055,505496000
2018-03-15,6.168959140777588,6.233500003814697,6.315499782562256,6.190999984741211,6.232250213623047,401952000
2018-03-16,6.197164058685303,6.26200008392334,6.28125,6.211999893188477,6.25,399456000
2018-03-19,5.962616920471191,6.025000095367432,6.233749866485596,5.925000190734863,6.204500198364258,713772000
2018-03-20,6.174896717071533,6.239500045776367,6.278749942779541,6.0279998779296875,6.0279998779296875,554696000
2018-03-21,6.149660110473633,6.214000225067139,6.300000190734863,6.1832499504089355,6.232999801635742,438688000
2018-03-22,5.983646869659424,6.046249866485596,6.197000026702881,6.008500099182129,6.150000095367432,551196000
2018-03-23,5.763946533203125,5.824250221252441,6.0625,5.813000202178955,6.059999942779541,735620000
2018-03-26,6.0487165451049805,6.111999988555908,6.113249778747559,5.897500038146973,5.949999809265137,611424000
2018-03-27,5.579624176025391,5.638000011444092,6.25,5.496250152587891,6.193749904632568,1409000000
2018-03-28,5.47645378112793,5.533750057220459,5.734749794006348,5.425000190734863,5.603250026702881,945904000
2018-03-29,5.729804039001465,5.789750099182129,5.887499809265137,5.517499923706055,5.602749824523926,916628000
2018-04-02,5.469030380249023,5.526249885559082,5.866250038146973,5.4375,5.718500137329102,922092000
2018-04-03,5.5754194259643555,5.633749961853027,5.758749961853027,5.533750057220459,5.695000171661377,667432000
2018-04-04,5.597438812255859,5.656000137329102,5.666500091552734,5.349999904632568,5.375249862670898,789168000
2018-04-05,5.477195739746094,5.5345001220703125,5.728250026702881,5.462250232696533,5.715000152587891,701240000
2018-04-06,5.300791263580322,5.356249809265137,5.539999961853027,5.326749801635742,5.430749893188477,662988000
2018-04-09,5.329492092132568,5.385250091552734,5.54925012588501,5.364999771118164,5.420000076293945,499524000
2018-04-10,5.63875675201416,5.697750091552734,5.724999904632568,5.5602498054504395,5.618000030517578,761676000
2018-04-11,5.597438812255859,5.656000137329102,5.7245001792907715,5.623000144958496,5.682750225067139,460244000
2018-04-12,5.80427360534668,5.864999771118164,5.882999897003174,5.705249786376953,5.75,593920000
2018-04-13,5.727577209472656,5.787499904632568,5.937749862670898,5.738749980926514,5.9292497634887695,503036000
2018-04-16,5.727329254150391,5.78725004196167,5.821000099182129,5.691999912261963,5.794250011444092,350792000
2018-04-17,5.877013206481934,5.938499927520752,5.960000038146973,5.783750057220459,5.840000152587891,447224000
2018-04-18,5.84806489944458,5.909249782562256,5.981249809265137,5.819250106811523,5.887499809265137,391364000
2018-04-19,5.666713714599609,5.72599983215332,5.827499866485596,5.670000076293945,5.793749809265137,471996000
2018-04-20,5.658548355102539,5.717750072479248,5.802499771118164,5.68625020980835,5.717249870300293,386200000
2018-04-23,5.53904914855957,5.5970001220703125,5.787499904632568,5.5707502365112305,5.735750198364258,427508000
2018-04-24,5.472743511199951,5.53000020980835,5.71999979019165,5.464000225067139,5.623000144958496,414596000
2018-04-25,5.360416412353516,5.416500091552734,5.5395002365112305,5.257500171661377,5.5,588492000
2018-04-26,5.572203159332275,5.630499839782715,5.638750076293945,5.51324987411499,5.579999923706055,375824000
2018-04-27,5.599664688110352,5.658249855041504,5.757500171661377,5.615499973297119,5.737500190734863,400848000
2018-04-30,5.564284801483154,5.622499942779541,5.724999904632568,5.603000164031982,5.674749851226807,327844000
2018-05-01,5.619705677032471,5.678500175476074,5.681250095367432,5.554999828338623,5.614250183105469,253788000
2018-05-02,5.5991716384887695,5.657750129699707,5.71999979019165,5.631249904632568,5.675000190734863,268248000
2018-05-03,5.764441013336182,5.824749946594238,5.851250171661377,5.64424991607666,5.690000057220459,443144000
2018-05-04,5.9146199226379395,5.976500034332275,5.979750156402588,5.778250217437744,5.795750141143799,400660000
2018-05-07,6.152630805969238,6.2170000076293945,6.274750232696533,6.072249889373779,6.082250118255615,687616000
2018-05-08,6.195183753967285,6.260000228881836,6.262750148773193,6.167749881744385,6.217249870300293,506616000
2018-05-09,6.328291416168213,6.394499778747559,6.396749973297119,6.252749919891357,6.280250072479248,596760000
2018-05-10,6.435915946960449,6.5032501220703125,6.512499809265137,6.429999828338623,6.447999954223633,994080000
2018-05-11,6.297366142272949,6.363249778747559,6.494750022888184,6.263500213623047,6.319499969482422,1214456000
2018-05-14,6.317900657653809,6.383999824523926,6.462250232696533,6.360000133514404,6.401750087738037,523140000
2018-05-15,6.075436115264893,6.138999938964844,6.322500228881836,6.037499904632568,6.31974983215332,963528000
2018-05-16,6.0865702629089355,6.15024995803833,6.2129998207092285,6.062749862670898,6.099999904632568,553828000
2018-05-17,6.128631114959717,6.192749977111816,6.287499904632568,6.135749816894531,6.1519999504089355,519784000
2018-05-18,6.084839344024658,6.148499965667725,6.3092498779296875,6.143499851226807,6.245250225067139,483716000
2018-05-21,6.042779445648193,6.105999946594238,6.2507500648498535,6.012249946594238,6.247000217437744,640624000
2018-05-22,6.004678249359131,6.067500114440918,6.144999980926514,6.006249904632568,6.119500160217285,518264000
2018-05-23,6.128214359283447,6.188499927520752,6.1897501945495605,6.006249904632568,6.006999969482422,442956000
2018-05-24,6.131923675537109,6.192249774932861,6.235000133514404,6.13100004196167,6.184750080108643,437372000
2018-05-25,6.171287536621094,6.23199987411499,6.248499870300293,6.169000148773193,6.204999923706055,292112000
2018-05-29,6.154205322265625,6.214749813079834,6.2835001945495605,6.167500019073486,6.213749885559082,352684000
2018-05-30,6.263134479522705,6.324749946594238,6.333499908447266,6.223750114440918,6.24875020980835,390996000
2018-05-31,6.243330478668213,6.304749965667725,6.380000114440918,6.281750202178955,6.292500019073486,493868000
2018-06-01,6.377757549285889,6.440499782562256,6.446750164031982,6.341249942779541,6.349999904632568,421968000
2018-06-04,6.556746959686279,6.621250152587891,6.643499851226807,6.442500114440918,6.474999904632568,642024000
2018-06-05,6.562192916870117,6.6267499923706055,6.664750099182129,6.579249858856201,6.624499797821045,391712000
2018-06-06,6.564173221588135,6.628749847412109,6.631999969482422,6.51924991607666,6.535749912261963,371356000
2018-06-07,6.508472442626953,6.572500228881836,6.63700008392334,6.481249809265137,6.625,369448000
2018-06-08,6.493122577667236,6.557000160217285,6.599999904632568,6.480000019073486,6.499000072479248,360456000
2018-06-11,6.452026844024658,6.515500068664551,6.586249828338623,6.502500057220459,6.544250011444092,265372000
2018-06-12,6.500548362731934,6.564499855041504,6.576749801635742,6.491499900817871,6.542250156402588,319160000
2018-06-13,6.496092319488525,6.559999942779541,6.641749858856201,6.550749778747559,6.565999984741211,338208000
2018-06-14,6.60774564743042,6.672749996185303,6.730000019073486,6.5904998779296875,6.605500221252441,430016000
2018-06-15,6.566896438598633,6.631499767303467,6.686999797821045,6.583749771118164,6.614999771118164,432260000
2018-06-18,6.56268835067749,6.6272501945495605,6.644999980926514,6.559500217437744,6.586999893188477,356268000
2018-06-19,6.4408860206604,6.5042500495910645,6.591000080108643,6.375500202178955,6.5229997634887695,594932000
2018-06-20,6.4938645362854,6.557750225067139,6.611249923706055,6.506999969482422,6.545750141143799,369780000
2018-06-21,6.365131378173828,6.427750110626221,6.608500003814697,6.420000076293945,6.590000152587891,359516000
2018-06-22,6.212630748748779,6.273749828338623,6.462250232696533,6.2582502365112305,6.448750019073486,434160000
2018-06-25,5.91976261138916,5.978000164031982,6.170000076293945,5.888500213623047,6.166250228881836,665816000
2018-06-26,5.990814685821533,6.049749851226807,6.141250133514404,5.9977498054504395,6.09250020980835,478884000
2018-06-27,5.835590839385986,5.89300012588501,6.160749912261963,5.887499809265137,6.09375,453892000
2018-06-28,5.962839126586914,6.021500110626221,6.0335001945495605,5.875249862670898,5.882999897003174,338012000
2018-06-29,5.864804267883301,5.922500133514404,6.099999904632568,5.921249866485596,6.087250232696533,392300000
2018-07-02,5.997003078460693,6.056000232696533,6.059750080108643,5.831500053405762,5.852250099182129,357572000
2018-07-03,5.863318920135498,5.921000003814697,6.0970001220703125,5.912499904632568,6.091000080108643,222732000
2018-07-05,6.009134769439697,6.0682501792907715,6.073249816894531,5.9375,5.976749897003174,306216000
2018-07-06,6.123013973236084,6.1832499504089355,6.1917500495910645,6.021999835968018,6.043499946594238,296352000
2018-07-09,6.170547008514404,6.231249809265137,6.26800012588501,6.151750087738037,6.2582502365112305,303880000
2018-07-10,6.269571304321289,6.331250190734863,6.353499889373779,6.203000068664551,6.243750095367432,360016000
2018-07-11,6.127965927124023,6.1882500648498535,6.272500038146973,6.177499771118164,6.237500190734863,367508000
2018-07-12,6.219563007354736,6.280749797821045,6.329249858856201,6.223999977111816,6.234000205993652,345508000
2018-07-13,6.172277450561523,6.232999801635742,6.299499988555908,6.190499782562256,6.299499988555908,246988000
2018-07-16,6.1445512771606445,6.204999923706055,6.258500099182129,6.192500114440918,6.204999923706055,197036000
2018-07-17,6.280465126037598,6.342249870300293,6.357500076293945,6.129499912261963,6.155250072479248,362136000
2018-07-18,6.231200695037842,6.292500019073486,6.348750114440918,6.241000175476074,6.334750175476074,277640000
2018-07-19,6.239370346069336,6.300749778747559,6.334750175476074,6.2582502365112305,6.273499965667725,235752000
2018-07-20,6.211148262023926,6.272250175476074,6.337500095367432,6.261250019073486,6.298250198364258,222352000
2018-07-23,6.1745076179504395,6.235249996185303,6.247250080108643,6.081999778747559,6.245500087738037,301584000
2018-07-24,6.157177925109863,6.217750072479248,6.371250152587891,6.199999809265137,6.283750057220459,354620000
2018-07-25,6.235406398773193,6.296750068664551,6.309500217437744,6.168749809265137,6.227250099182129,319112000
2018-07-26,6.308935642242432,6.370999813079834,6.408249855041504,6.259500026702881,6.276500225067139,325124000
2018-07-27,6.239121913909912,6.30049991607666,6.414999961853027,6.245999813079834,6.4079999923706055,295420000
2018-07-30,6.043791770935059,6.103250026702881,6.3207502365112305,6.067999839782715,6.3147501945495605,340340000
2018-07-31,6.061864852905273,6.121500015258789,6.197000026702881,6.053500175476074,6.092750072479248,283988000
2018-08-01,6.101722240447998,6.161749839782715,6.209000110626221,6.097249984741211,6.153250217437744,283556000
2018-08-02,6.204462051391602,6.265500068664551,6.269499778747559,6.030250072479248,6.089749813079834,269668000
2018-08-03,6.241100311279297,6.302499771118164,6.326499938964844,6.273250102996826,6.290249824523926,214288000
2018-08-06,6.288882732391357,6.350749969482422,6.354249954223633,6.24275016784668,6.289750099182129,207508000
2018-08-07,6.361171722412109,6.423749923706055,6.442500114440918,6.373000144958496,6.400000095367432,258132000
2018-08-08,6.397562026977539,6.4604997634887695,6.50600004196167,6.389750003814697,6.425000190734863,262100000
2018-08-09,6.349040508270264,6.411499977111816,6.481249809265137,6.403749942779541,6.478499889373779,204280000
2018-08-10,6.30769681930542,6.369750022888184,6.402500152587891,6.317500114440918,6.328750133514404,256396000
2018-08-13,6.340623378753662,6.4029998779296875,6.525000095367432,6.3767499923706055,6.378499984741211,375208000
2018-08-14,6.472079277038574,6.535749912261963,6.550000190734863,6.42549991607666,6.509500026702881,466220000
2018-08-15,6.413901329040527,6.4770002365112305,6.591000080108643,6.397500038146973,6.5567498207092285,591136000
2018-08-16,6.373300552368164,6.435999870300293,6.550000190734863,6.375249862670898,6.547500133514404,801260000
2018-08-17,6.060874938964844,6.120500087738037,6.324250221252441,6.093249797821045,6.323500156402588,1143188000
2018-08-20,6.13563871383667,6.196000099182129,6.329999923706055,5.9679999351501465,6.079500198364258,854388000
2018-08-21,6.271304607391357,6.333000183105469,6.337500095367432,6.192500114440918,6.212500095367432,673988000
2018-08-22,6.506490230560303,6.570499897003174,6.575500011444092,6.296500205993652,6.300000190734863,749856000
2018-08-23,6.606011867523193,6.671000003814697,6.736999988555908,6.517499923706055,6.531499862670898,720684000
2018-08-24,6.73920202255249,6.805500030517578,6.820250034332275,6.675000190734863,6.679500102996826,531512000
2018-08-27,6.830305099487305,6.897500038146973,6.972499847412109,6.803750038146973,6.8354997634887695,505776000
2018-08-28,6.792674541473389,6.859499931335449,6.9145002365112305,6.738249778747559,6.891499996185303,475384000
2018-08-29,6.898196220397949,6.962250232696533,6.987500190734863,6.827000141143799,6.8480000495910645,420108000
2018-08-30,6.88135290145874,6.945250034332275,7.043000221252441,6.9079999923706055,6.930749893188477,346608000
2018-08-31,6.952442169189453,7.017000198364258,7.03000020980835,6.914999961853027,6.925000190734863,306592000
2018-09-04,7.027247428894043,7.09250020980835,7.130499839782715,6.974999904632568,7.003749847412109,391720000
2018-09-05,6.8964619636535645,6.9604997634887695,7.110499858856201,6.878749847412109,7.074749946594238,393156000
2018-09-06,6.75527286529541,6.817999839782715,6.946499824523926,6.784749984741211,6.943999767303467,322796000
2018-09-07,6.733970642089844,6.796500205993652,6.923250198364258,6.679749965667725,6.724999904632568,295420000
2018-09-10,6.805061340332031,6.868249893188477,6.898250102996826,6.775000095367432,6.819250106811523,220140000
2018-09-11,6.757255554199219,6.820000171661377,6.909999847412109,6.80049991607666,6.821499824523926,243112000
2018-09-12,6.643311500549316,6.704999923706055,6.799499988555908,6.547999858856201,6.779749870300293,419092000
2018-09-13,6.721089839935303,6.7835001945495605,6.875,6.754000186920166,6.771500110626221,305536000
2018-09-14,6.847169399261475,6.910749912261963,6.977499961853027,6.837500095367432,6.874750137329102,386936000
2018-09-17,6.785243511199951,6.848249912261963,6.934500217437744,6.828750133514404,6.885000228881836,205528000
2018-09-18,6.713162422180176,6.7754998207092285,6.955999851226807,6.768750190734863,6.852250099182129,299520000
2018-09-19,6.736942291259766,6.799499988555908,6.817500114440918,6.706250190734863,6.756750106811523,224860000
2018-09-20,6.5957536697387695,6.6570000648498535,6.718999862670898,6.602499961853027,6.676249980926514,430584000
2018-09-21,6.525655269622803,6.586249828338623,6.715000152587891,6.552750110626221,6.669000148773193,435128000
2018-09-24,6.581387042999268,6.642499923706055,6.645999908447266,6.4670000076293945,6.554999828338623,293912000
2018-09-25,6.6485137939453125,6.710249900817871,6.735499858856201,6.6227498054504395,6.709249973297119,280388000
2018-09-26,6.611605644226074,6.672999858856201,6.75600004196167,6.6570000648498535,6.715250015258789,268548000
2018-09-27,6.6234965324401855,6.684999942779541,6.730000019073486,6.653250217437744,6.708499908447266,214428000
2018-09-28,6.9608635902404785,7.0254998207092285,7.047999858856201,6.789999961853027,6.8182501792907715,709396000
2018-10-01,7.167445659637451,7.234000205993652,7.301499843597412,7.065000057220459,7.104000091552734,622060000
2018-10-02,7.096108913421631,7.1620001792907715,7.318999767303467,7.139500141143799,7.206250190734863,383964000
2018-10-03,7.10230016708374,7.16825008392334,7.240499973297119,7.0632500648498535,7.232999801635742,320552000
2018-10-04,6.9180121421813965,6.982250213623047,7.15625,6.9045000076293945,7.131750106811523,391220000
2018-10-05,6.684430122375488,6.746500015258789,7.019999980926514,6.688499927520752,6.957250118255615,426636000
2018-10-08,6.583121299743652,6.64424991607666,6.7789998054504395,6.501999855041504,6.662499904632568,408612000
2018-10-09,6.5774245262146,6.638500213623047,6.718999862670898,6.570000171661377,6.623499870300293,273500000
2018-10-10,6.085740089416504,6.142250061035156,6.577750205993652,6.139999866485596,6.531499862670898,684940000
2018-10-11,5.824169635772705,5.8782501220703125,6.189000129699707,5.856500148773193,6.0542497634887695,725436000
2018-10-12,6.106795310974121,6.16349983215332,6.238500118255615,5.991250038146973,6.137750148773193,608236000
2018-10-15,5.830362319946289,5.884500026702881,6.150000095367432,5.883500099182129,6.150000095367432,449760000
2018-10-16,6.089208602905273,6.145750045776367,6.1570000648498535,5.948500156402588,5.9982500076293945,408712000
2018-10-17,6.020595550537109,6.076499938964844,6.247000217437744,6.0269999504089355,6.208499908447266,329668000
2018-10-18,5.933156490325928,5.988249778747559,6.1852498054504395,5.927249908447266,6.146500110626221,524020000
2018-10-19,5.676540374755859,5.729249954223633,6.06374979019165,5.692500114440918,6.044000148773193,613608000
2018-10-22,5.727319240570068,5.7804999351501465,5.882999897003174,5.676750183105469,5.7820000648498535,368844000
2018-10-23,5.475655555725098,5.526500225067139,5.604750156402588,5.417749881744385,5.510749816894531,626436000
2018-10-24,4.939385890960693,4.985249996185303,5.534749984741211,4.971250057220459,5.487750053405762,884288000
2018-10-25,5.148194789886475,5.196000099182129,5.243750095367432,4.8420000076293945,4.886750221252441,951720000
2018-10-26,4.911642074584961,4.957250118255615,5.120999813079834,4.828000068664551,4.957749843597412,664784000
2018-10-29,4.597805500030518,4.640500068664551,5.103250026702881,4.40024995803833,5.09975004196167,758016000
2018-10-30,5.028307914733887,5.074999809265137,5.085000038146973,4.640500068664551,4.663750171661377,807192000
2018-10-31,5.2222580909729,5.270750045776367,5.3147501945495605,5.100249767303467,5.241250038146973,745772000
2018-11-01,5.402583122253418,5.452750205993652,5.462250232696533,5.179749965667725,5.307499885559082,566528000
2018-11-02,5.3235673904418945,5.373000144958496,5.550000190734863,5.255249977111816,5.4432501792907715,452960000
2018-11-05,5.245541095733643,5.294250011444092,5.3832502365112305,5.131999969482422,5.359749794006348,379332000
2018-11-06,5.227954864501953,5.276500225067139,5.371250152587891,5.238999843597412,5.286250114440918,299012000
2018-11-07,5.295578479766846,5.344749927520752,5.4352498054504395,5.2795000076293945,5.34375,483812000
2018-11-08,5.102371692657471,5.149750232696533,5.285749912261963,5.095749855041504,5.284999847412109,511352000
2018-11-09,5.094444751739502,5.141749858856201,5.232999801635742,5.026000022888184,5.059999942779541,413240000
2018-11-12,4.694904327392578,4.738500118255615,5.071750164031982,4.7164998054504395,5.049499988555908,617116000
2018-11-13,4.936906814575195,4.982749938964844,5.105249881744385,4.830999851226807,4.837250232696533,644712000
2018-11-14,4.884395122528076,4.929749965667725,5.171999931335449,4.8207502365112305,5.15749979019165,526580000
2018-11-15,5.013200283050537,5.059750080108643,5.132500171661377,4.887499809265137,4.923749923706055,840708000
2018-11-16,4.072930335998535,4.110750198364258,4.266499996185303,4.040249824523926,4.083000183105469,1963520000
2018-11-19,3.5842182636260986,3.617500066757202,4.045499801635742,3.6157500743865967,4.044750213623047,1697820000
2018-11-20,3.6927106380462646,3.7269999980926514,3.8564999103546143,3.332750082015991,3.3515000343322754,1692032000
2018-11-21,3.584465980529785,3.6177499294281006,3.882499933242798,3.590250015258789,3.865499973297119,1025496000
2018-11-23,3.591648817062378,3.625,3.7397499084472656,3.5697500705718994,3.582750082015991,411968000
2018-11-26,3.791048049926758,3.8262500762939453,3.836750030517578,3.6640000343322754,3.7472500801086426,814832000
2018-11-27,3.807891607284546,3.843250036239624,3.9252500534057617,3.7637500762939453,3.799999952316284,738060000
2018-11-28,3.964932918548584,4.0017499923706055,4.006999969482422,3.828249931335449,3.9619998931884766,804524000
2018-11-29,3.901705503463745,3.934000015258789,4.037499904632568,3.9035000801086426,4.0,549172000
2018-11-30,4.052210330963135,4.085750102996826,4.096499919891357,3.8929998874664307,3.9437499046325684,729564000
2018-12-03,4.216104030609131,4.250999927520752,4.367000102996826,4.183499813079834,4.315000057220459,890804000
2018-12-04,3.8955078125,3.9277501106262207,4.210999965667725,3.9124999046325684,4.205999851226807,812112000
2018-12-06,3.9247653484344482,3.9572501182556152,3.962249994277954,3.770250082015991,3.7860000133514404,692308000
2018-12-07,3.65995717048645,3.6902499198913574,3.971750020980835,3.640500068664551,3.9614999294281006,681676000
2018-12-10,3.7653348445892334,3.7964999675750732,3.821500062942505,3.641249895095825,3.6449999809265137,629472000
2018-12-11,3.6743392944335938,3.7047500610351562,3.897249937057495,3.625,3.8889999389648438,671912000
2018-12-12,3.6919422149658203,3.7225000858306885,3.819499969482422,3.620500087738037,3.7105000019073486,654136000
2018-12-13,3.691694498062134,3.722249984741211,3.8345000743865967,3.686000108718872,3.7697501182556152,471384000
2018-12-14,3.631195545196533,3.661250114440918,3.7647500038146973,3.637500047683716,3.6802499294281006,471820000
2018-12-17,3.5600342750549316,3.5894999504089355,3.703749895095825,3.5309998989105225,3.63100004196167,662868000
2018-12-18,3.6433448791503906,3.6735000610351562,3.7582499980926514,3.606250047683716,3.6337499618530273,564372000
2018-12-19,3.4343252182006836,3.46274995803833,3.69350004196167,3.410749912261963,3.6394999027252197,745364000
2018-12-20,3.3497748374938965,3.377500057220459,3.5450000762939453,3.3172500133514404,3.4542500972747803,749588000
2018-12-21,3.2126593589782715,3.2392499446868896,3.4375,3.2114999294281006,3.404249906539917,863740000
2018-12-24,3.150921106338501,3.177000045776367,3.249500036239624,3.112499952316284,3.16225004196167,463840000
2018-12-26,3.300184965133667,3.327500104904175,3.3285000324249268,3.1115000247955322,3.2235000133514404,695100000
2018-12-27,3.252331018447876,3.279249906539917,3.309499979019165,3.129499912261963,3.274749994277954,637044000
2018-12-28,3.313822031021118,3.341249942779541,3.4347500801086426,3.2577500343322754,3.299999952316284,628728000
2018-12-31,3.310103178024292,3.3375000953674316,3.4177498817443848,3.30649995803833,3.384999990463257,465140000
2019-01-02,3.377544403076172,3.4054999351501465,3.4619998931884766,3.2512500286102295,3.2660000324249268,508752000
2019-01-03,3.17348313331604,3.1997499465942383,3.378999948501587,3.1922500133514404,3.344749927520752,705552000
2019-01-04,3.376800298690796,3.404750108718872,3.4432499408721924,3.242500066757202,3.2734999656677246,585620000
2019-01-07,3.5555710792541504,3.5850000381469727,3.6222500801086426,3.410749912261963,3.4625000953674316,709160000
2019-01-08,3.4670541286468506,3.4957499504089355,3.6695001125335693,3.422499895095825,3.667249917984009,786016000
2019-01-09,3.5352392196655273,3.564500093460083,3.6122500896453857,3.496500015258789,3.547499895095825,617260000
2019-01-10,3.600944995880127,3.6307499408721924,3.6394999027252197,3.4839999675750732,3.5450000762939453,523156000
2019-01-11,3.690207004547119,3.720750093460083,3.7437500953674316,3.5802500247955322,3.6082499027252197,874764000
2019-01-14,3.7301266193389893,3.760999917984009,3.7864999771118164,3.64424991607666,3.6679999828338623,730168000
2019-01-15,3.715993881225586,3.7467501163482666,3.833750009536743,3.728250026702881,3.7939999103546143,617012000
2019-01-16,3.6904542446136475,3.7209999561309814,3.807499885559082,3.7155001163482666,3.774250030517578,470104000
2019-01-17,3.7618637084960938,3.7929999828338623,3.833250045776367,3.660249948501587,3.6877501010894775,493436000
2019-01-18,3.8910443782806396,3.9232499599456787,3.94950008392334,3.791249990463257,3.843250036239624,651336000
2019-01-22,3.6887192726135254,3.719249963760376,3.9045000076293945,3.6887500286102295,3.8927500247955322,661552000
2019-01-23,3.7016119956970215,3.7322499752044678,3.864500045776367,3.7007501125335693,3.7750000953674316,591020000
2019-01-24,3.9136078357696533,3.946000099182129,3.963749885559082,3.8127501010894775,3.817500114440918,708972000
2019-01-25,3.970883846282959,4.003749847412109,4.021999835968018,3.7825000286102295,3.885999917984009,1154572000
